Student ID,Age,Gender,Academic Performance (GPA),Study Hours Per Week,Social Media Usage (Hours per day),Sleep Duration (Hours per night),Physical Exercise (Hours per week),Family Support  ,Financial Stress,Peer Pressure,Relationship Stress,Mental Stress Level,Counseling Attendance,Diet Quality,Stress Coping Mechanisms,Cognitive Distortions,Family Mental Health History,Medical Condition,Substance Use
413-03-4492,25,Female,1,20,5,9,1,4,5,5,4,3,No,4,Yoga,3,No,No,2
753-01-4944,21,Female,3,25,6,10,8,4,4,5,4,6,Yes,1,Reading,2,Yes,Yes,1
198-16-6530,21,Female,1,15,1,4,7,2,3,2,2,2,No,1,Meditation,3,No,No,4
602-70-7449,24,Male,4,44,4,12,4,5,4,3,5,2,Yes,2,Watching Sports,4,Yes,No,3
807-08-9130,30,Male,3,3,3,10,3,5,5,3,3,6,No,2,Exercise,1,Yes,Yes,3
682-85-4744,30,Female,1,39,1,8,5,3,5,1,4,10,No,4,Travelling,2,Yes,No,3
477-39-7180,22,Female,2,28,0,7,6,3,1,1,5,1,Yes,4,Reading,3,No,Yes,4
187-89-3320,25,Female,2,38,4,7,0,1,4,2,4,2,Yes,4,Reading,4,No,No,4
724-36-6125,27,Female,0,16,0,10,1,4,1,4,5,6,Yes,2,Spending Time Alone,1,No,No,4
857-86-6617,19,Female,3,56,8,10,9,2,5,2,1,5,No,3,Walking or Nature Walks,3,No,Yes,4
561-26-2299,28,Female,4,29,8,5,3,2,2,3,4,7,Yes,3,Reading,2,No,No,1
311-80-2077,28,Female,4,0,3,8,8,1,5,3,2,3,No,4,Exercise,5,Yes,Yes,5
444-95-5357,29,Female,2,18,2,12,8,4,3,3,3,4,No,5,Walking or Nature Walks,5,Yes,Yes,3
745-17-9052,27,Male,4,16,4,12,1,2,1,2,1,8,Yes,1,Walking or Nature Walks,5,No,No,2
508-21-9829,30,Agender,2,23,5,9,5,4,3,4,4,8,No,5,Talking to Friends,1,No,No,2
851-45-3801,20,Male,3,20,8,6,5,1,1,2,4,4,No,1,Walking or Nature Walks,4,Yes,No,1
677-98-2595,26,Male,3,28,7,12,8,1,5,1,4,1,No,3,Walking or Nature Walks,2,No,No,3
200-05-4427,30,Male,1,34,3,8,6,4,2,5,2,4,Yes,4,Walking or Nature Walks,2,Yes,Yes,3
606-27-0947,30,Male,3,50,7,6,0,5,5,4,3,3,Yes,1,Meditation,2,Yes,No,4
780-34-7404,28,Male,4,47,2,5,8,2,3,4,4,4,No,1,Talking to Friends,4,No,No,4
578-68-4662,25,Female,0,40,1,9,1,5,3,2,2,5,No,5,Yoga,4,No,Yes,3
559-73-5257,18,Male,1,33,6,11,8,3,4,4,3,1,Yes,2,Walking or Nature Walks,2,No,No,1
270-63-4953,29,Male,1,56,2,9,10,1,2,1,4,10,No,1,Reading,1,Yes,No,3
351-32-7438,19,Male,3,56,5,5,3,2,4,2,4,1,Yes,4,Walking or Nature Walks,2,Yes,Yes,4
123-28-3736,27,Male,3,37,5,10,6,4,3,4,1,5,Yes,5,Meditation,2,No,Yes,1
551-07-0629,19,Female,4,1,4,11,8,2,3,3,4,7,No,2,Walking or Nature Walks,5,Yes,No,5
426-06-7163,30,Male,3,59,1,8,4,2,4,4,2,8,No,5,Yoga,3,Yes,Yes,1
710-66-1494,24,Female,2,30,7,10,6,5,4,1,2,6,No,1,Spending Time Alone,1,No,Yes,3
426-11-4313,18,Male,3,53,6,7,8,5,1,1,2,1,Yes,4,Meditation,3,No,Yes,5
540-91-7162,28,Male,4,9,3,11,1,3,2,1,4,7,Yes,1,Talking to Friends,4,No,No,1
311-67-1045,25,Female,4,41,7,9,3,1,4,4,1,2,Yes,5,Spending Time Alone,4,No,Yes,1
617-48-8523,27,Male,1,27,1,12,1,3,4,4,3,1,Yes,4,Exercise,2,Yes,Yes,4
400-92-3567,18,Female,1,0,3,11,7,5,5,2,2,5,No,2,Watching Sports,3,No,No,3
659-59-5137,27,Male,3,40,4,7,7,3,5,4,2,3,No,2,Social Media Engagement,3,Yes,Yes,3
330-13-8536,30,Male,4,44,5,6,8,5,4,4,2,3,Yes,3,Reading,5,No,No,2
654-71-3880,25,Male,2,46,2,5,1,1,5,3,1,8,Yes,3,Watching Sports,4,No,No,2
379-34-7617,21,Female,0,47,6,9,7,2,2,2,3,3,Yes,1,Exercise,3,No,No,1
650-55-0326,29,Female,4,38,7,9,10,1,1,1,3,1,Yes,5,Travelling,5,Yes,No,4
626-99-1919,21,Male,1,44,3,9,4,2,1,3,2,4,No,5,Watching Sports,5,No,Yes,5
746-48-8600,26,Female,3,53,1,8,7,4,1,1,5,3,Yes,1,Social Media Engagement,1,Yes,No,2
336-64-6627,23,Male,0,60,7,11,0,5,2,4,1,5,No,1,Walking or Nature Walks,1,No,Yes,2
454-52-5179,20,Male,1,21,1,8,8,1,5,5,2,2,No,2,Reading,2,Yes,Yes,4
241-31-8936,20,Female,0,47,6,10,8,1,4,2,1,7,Yes,4,Talking to Friends,4,No,Yes,2
683-71-7475,30,Male,2,10,1,9,1,4,5,3,1,10,Yes,1,Talking to Friends,2,Yes,No,5
569-85-6676,24,Female,1,48,6,11,4,5,2,3,2,10,No,5,Walking or Nature Walks,5,Yes,No,3
593-17-5747,29,Male,1,45,0,12,6,5,1,2,5,3,No,2,Social Media Engagement,4,No,No,4
510-80-3056,25,Male,2,13,1,8,9,4,5,2,4,5,No,4,Yoga,2,No,Yes,3
880-57-0413,29,Male,3,43,2,10,0,4,1,2,4,10,No,2,Walking or Nature Walks,2,No,No,2
779-50-6123,22,Female,3,3,0,8,5,5,3,1,5,9,No,3,Reading,2,No,Yes,2
223-73-6426,18,Female,2,28,5,7,3,5,3,1,3,4,No,5,Walking or Nature Walks,5,Yes,No,2
677-75-1654,24,Male,4,3,4,8,7,1,1,2,3,9,No,2,Exercise,2,No,Yes,2
846-50-6000,23,Male,0,2,5,7,4,4,2,5,1,8,No,1,Exercise,5,Yes,No,5
465-30-9041,19,Female,3,27,6,10,6,5,3,4,4,4,Yes,4,Walking or Nature Walks,5,No,No,1
199-36-3330,18,Female,4,13,5,11,7,3,4,1,4,2,No,4,Walking or Nature Walks,5,Yes,Yes,5
741-94-3934,29,Male,3,24,8,4,5,3,3,5,5,1,No,1,Exercise,5,Yes,No,1
620-59-7310,25,Female,3,50,8,10,8,4,4,5,3,1,Yes,2,Walking or Nature Walks,3,No,Yes,3
318-20-1854,29,Male,2,39,4,5,1,5,1,3,2,4,Yes,4,Meditation,4,Yes,No,3
361-13-4964,18,Male,0,27,0,6,9,2,4,4,5,9,No,5,Meditation,3,No,No,2
558-06-2488,18,Male,0,10,0,12,9,2,2,2,4,9,No,5,Social Media Engagement,2,Yes,Yes,5
647-49-6549,19,Male,4,60,5,9,9,5,5,2,4,10,Yes,5,Social Media Engagement,2,No,Yes,4
396-10-9556,22,Male,2,36,4,9,8,5,1,4,3,4,Yes,2,Social Media Engagement,4,No,No,4
163-45-2420,30,Male,0,6,2,7,3,3,2,2,5,5,No,4,Walking or Nature Walks,5,Yes,No,1
263-28-9222,30,Female,2,21,8,11,4,3,3,3,2,8,No,5,Talking to Friends,5,No,Yes,3
863-56-3929,21,Female,1,9,8,6,5,3,2,4,2,4,No,4,Walking or Nature Walks,5,Yes,No,3
823-55-1413,30,Female,2,54,2,9,3,3,4,5,4,5,No,1,Walking or Nature Walks,4,Yes,No,3
393-36-0386,24,Male,4,15,5,4,7,4,3,3,3,1,Yes,2,Reading,3,No,No,4
483-79-6469,29,Male,2,1,7,12,4,1,4,1,5,7,Yes,3,Meditation,2,No,No,3
886-41-9710,21,Male,4,52,4,12,0,5,5,4,1,8,Yes,3,Yoga,1,No,No,1
123-52-5485,19,Male,4,0,3,5,10,1,3,4,2,1,Yes,3,Reading,1,No,No,3
584-25-5327,28,Female,1,43,5,7,7,4,4,1,1,2,Yes,4,Talking to Friends,2,Yes,No,2
282-64-9511,26,Female,2,42,5,4,6,5,3,4,1,2,Yes,5,Reading,3,No,Yes,1
839-90-7246,24,Male,0,21,4,12,6,1,1,3,2,2,Yes,2,Reading,2,No,No,5
197-16-6156,28,Male,3,44,8,7,2,5,5,1,3,9,Yes,1,Walking or Nature Walks,3,No,No,5
453-60-8989,22,Female,0,36,8,8,10,2,2,4,3,2,No,1,Spending Time Alone,4,No,Yes,5
219-08-7978,27,Female,0,59,6,8,9,1,4,1,1,10,Yes,1,Yoga,4,Yes,Yes,4
817-75-9957,23,Female,1,12,0,9,10,2,1,1,3,7,Yes,4,Talking to Friends,3,Yes,No,5
257-59-3889,27,Bigender,3,39,7,7,4,2,3,2,2,9,Yes,4,Exercise,3,No,No,1
648-04-5327,19,Male,1,40,0,7,9,1,1,2,4,4,Yes,3,Travelling,3,Yes,No,1
259-06-7837,21,Male,2,15,7,5,6,4,5,2,1,10,No,1,Talking to Friends,5,Yes,Yes,5
174-42-7135,21,Male,2,11,5,9,10,1,3,1,3,7,No,5,Travelling,3,No,No,4
478-23-0281,21,Male,0,51,6,10,0,3,2,5,4,5,No,5,Yoga,1,Yes,No,4
224-73-0992,20,Female,0,29,8,7,8,4,4,5,1,6,No,4,Meditation,3,No,Yes,1
636-25-9534,29,Female,2,53,3,11,0,3,4,2,5,7,No,1,Meditation,1,Yes,Yes,4
393-27-9582,19,Female,1,53,7,8,1,3,4,2,3,2,Yes,3,Spending Time Alone,5,Yes,Yes,1
318-38-9465,27,Male,1,3,3,6,4,3,2,4,4,3,Yes,3,Walking or Nature Walks,2,Yes,No,5
103-34-9967,26,Male,3,29,8,11,5,5,4,3,2,2,Yes,2,Reading,2,No,Yes,5
327-70-4852,28,Female,4,7,1,11,4,2,1,3,3,2,No,5,Reading,4,Yes,No,2
503-21-1367,18,Male,2,3,4,9,4,2,5,5,1,5,No,5,Walking or Nature Walks,5,Yes,No,4
699-55-4412,30,Male,3,1,6,10,8,2,1,4,3,7,Yes,1,Yoga,2,No,Yes,4
268-54-3043,30,Female,0,48,4,11,4,4,1,2,4,10,No,2,Talking to Friends,2,No,Yes,3
745-80-5323,30,Bigender,0,15,4,5,6,2,3,1,3,6,No,3,Yoga,3,Yes,No,3
724-01-5785,25,Female,3,44,6,5,5,4,2,4,3,1,No,4,Meditation,4,Yes,Yes,2
326-09-7471,20,Male,1,11,5,6,0,1,3,5,5,5,Yes,2,Spending Time Alone,1,Yes,Yes,3
670-07-5476,30,Male,4,43,4,7,0,1,3,4,2,5,Yes,2,Travelling,3,Yes,Yes,2
455-15-0002,18,Male,1,27,3,7,0,5,2,5,4,6,No,5,Spending Time Alone,1,No,Yes,5
661-89-6367,22,Male,0,17,0,7,3,5,5,2,4,6,No,4,Travelling,4,No,Yes,5
881-92-9952,27,Male,4,5,6,9,2,1,2,2,4,4,No,5,Walking or Nature Walks,5,No,No,2
112-30-3427,28,Male,4,33,0,11,10,2,2,3,3,9,No,3,Meditation,1,Yes,No,4
782-86-8699,25,Male,2,51,0,12,6,4,4,5,4,2,No,1,Talking to Friends,2,Yes,No,2
790-70-7894,20,Female,0,10,1,10,9,3,4,4,3,3,Yes,3,Travelling,1,Yes,Yes,4
630-52-4757,25,Female,4,54,6,5,5,4,1,4,2,4,Yes,2,Yoga,3,No,No,5
366-66-5774,18,Male,4,55,7,4,9,2,2,3,4,9,No,1,Yoga,2,Yes,No,1
831-13-0504,29,Male,2,57,8,9,6,1,4,4,2,5,No,3,Exercise,3,No,No,2
464-13-1109,23,Male,0,56,6,6,7,4,4,4,4,2,Yes,1,Walking or Nature Walks,1,Yes,Yes,4
792-49-4755,21,Male,3,1,8,8,5,5,1,4,2,3,Yes,2,Watching Sports,3,No,No,5
581-76-0875,25,Male,2,41,8,7,10,1,2,2,1,7,No,2,Talking to Friends,4,No,Yes,5
598-52-9686,28,Male,4,54,8,5,4,3,1,5,1,6,Yes,3,Travelling,2,Yes,No,2
874-47-7830,20,Male,0,36,0,6,9,3,5,5,2,10,No,4,Reading,2,No,Yes,4
521-64-9078,19,Male,0,38,7,12,5,4,1,5,1,5,Yes,1,Yoga,5,Yes,Yes,1
505-09-0766,18,Male,1,29,8,5,0,3,1,2,5,7,Yes,2,Travelling,2,Yes,Yes,3
891-03-5267,29,Male,3,11,5,10,4,5,2,5,1,8,No,3,Walking or Nature Walks,4,Yes,No,1
536-05-0705,22,Female,1,1,5,11,5,4,3,4,5,9,No,2,Meditation,4,Yes,No,4
146-27-2280,24,Female,0,59,8,5,8,3,3,1,3,3,Yes,1,Social Media Engagement,1,Yes,No,3
339-64-6463,25,Bigender,4,48,5,4,6,1,5,2,3,10,Yes,1,Yoga,3,Yes,No,5
295-68-1492,20,Bigender,2,17,7,6,6,5,5,4,1,7,Yes,2,Meditation,1,No,Yes,3
252-34-4732,20,Female,1,26,2,4,6,5,2,5,2,7,No,2,Spending Time Alone,2,No,No,5
578-73-5589,26,Male,1,39,5,5,7,5,4,4,1,8,Yes,1,Meditation,5,Yes,No,5
376-97-9137,20,Male,3,45,7,4,1,2,5,4,5,6,Yes,3,Yoga,4,Yes,Yes,2
121-67-9770,29,Female,0,7,5,7,3,5,1,5,5,2,Yes,2,Travelling,5,Yes,Yes,5
537-13-6762,26,Male,0,1,0,8,3,1,1,2,5,10,No,1,Reading,5,No,No,1
173-70-3512,18,Genderfluid,3,41,4,9,0,5,3,4,3,1,No,3,Travelling,5,Yes,No,1
221-66-5389,29,Female,2,42,5,9,7,1,2,1,4,2,No,1,Yoga,2,No,No,3
651-85-2824,25,Female,0,26,0,9,4,4,1,1,4,6,Yes,2,Watching Sports,4,No,Yes,4
724-61-2623,21,Female,4,6,1,8,2,2,4,2,3,8,Yes,3,Talking to Friends,3,No,Yes,3
347-25-4208,23,Male,3,51,6,11,4,4,1,4,3,3,No,5,Walking or Nature Walks,4,No,No,2
716-33-7124,22,Male,2,16,3,8,6,3,2,5,1,3,No,2,Spending Time Alone,4,Yes,Yes,1
337-94-9361,29,Male,2,28,4,7,5,1,1,4,2,2,Yes,5,Yoga,3,No,Yes,1
897-98-3172,19,Male,3,47,3,11,6,3,2,4,2,5,Yes,5,Social Media Engagement,2,Yes,No,4
386-99-3916,24,Female,1,20,3,12,3,2,5,3,5,4,No,4,Travelling,1,Yes,No,1
526-47-2573,19,Male,0,13,0,6,2,4,1,5,3,3,No,5,Walking or Nature Walks,3,Yes,Yes,5
811-33-4461,27,Male,0,25,7,11,7,4,2,3,4,4,Yes,5,Watching Sports,2,No,No,5
577-02-7831,23,Male,3,3,5,9,10,4,3,5,5,2,Yes,3,Watching Sports,3,Yes,No,2
599-97-8174,30,Male,0,32,6,10,5,1,4,4,1,8,No,3,Meditation,4,Yes,Yes,2
502-94-8037,25,Male,1,22,7,8,6,5,4,3,1,7,No,4,Social Media Engagement,4,No,No,2
107-84-6181,25,Male,4,7,7,11,0,5,5,3,3,8,Yes,1,Talking to Friends,4,No,Yes,3
366-61-1857,25,Genderfluid,0,40,8,4,3,2,3,1,2,5,No,4,Yoga,1,Yes,No,3
372-72-2322,30,Female,0,19,5,9,4,2,2,2,5,3,Yes,3,Social Media Engagement,5,No,Yes,4
671-32-7672,21,Female,2,13,1,5,5,2,1,3,2,6,Yes,2,Social Media Engagement,3,No,No,3
875-11-7909,27,Female,3,31,5,6,3,4,1,3,3,10,Yes,3,Exercise,5,Yes,Yes,4
744-28-9884,25,Genderqueer,1,2,3,12,2,1,5,5,1,5,No,5,Talking to Friends,1,No,No,3
846-80-2635,30,Female,4,34,7,6,3,2,3,1,3,10,Yes,2,Watching Sports,1,No,Yes,5
231-60-6613,23,Female,3,27,5,5,9,3,4,5,5,4,Yes,5,Walking or Nature Walks,3,Yes,Yes,4
499-56-4811,30,Male,2,35,3,9,4,4,4,2,5,3,No,5,Watching Sports,4,Yes,Yes,4
218-29-6698,21,Male,2,11,8,7,3,5,4,4,1,1,Yes,5,Spending Time Alone,3,Yes,No,1
789-11-8047,29,Female,1,47,3,12,1,2,2,4,3,3,No,1,Travelling,5,No,No,3
600-81-2221,30,Female,4,12,5,4,8,1,1,2,5,1,No,2,Social Media Engagement,5,Yes,No,5
290-98-7153,22,Female,0,4,5,12,0,2,1,2,4,2,No,3,Exercise,4,No,No,4
324-29-3731,21,Female,3,54,6,12,4,3,4,5,1,1,No,4,Talking to Friends,3,No,No,1
655-26-0644,27,Male,1,38,0,9,6,2,2,4,1,9,No,1,Watching Sports,4,No,No,4
391-30-9845,28,Female,0,15,7,12,3,4,2,4,3,2,No,4,Watching Sports,1,No,Yes,1
652-68-2428,28,Female,1,3,8,12,8,5,2,5,4,1,Yes,2,Exercise,2,Yes,No,5
556-49-2808,22,Female,0,37,2,11,2,2,4,3,3,1,No,4,Exercise,2,No,Yes,2
136-61-4195,26,Female,3,43,7,5,10,2,2,2,1,5,No,4,Yoga,1,No,Yes,4
348-08-4496,25,Male,1,49,4,8,7,5,3,2,2,1,No,5,Watching Sports,5,No,Yes,2
876-38-2404,22,Male,4,56,0,8,5,1,1,3,5,10,No,1,Talking to Friends,1,No,Yes,5
591-08-8279,21,Male,0,0,3,7,8,5,1,1,1,9,No,1,Meditation,5,No,No,5
421-78-2279,18,Male,3,5,3,11,5,4,3,2,1,5,No,1,Talking to Friends,5,No,Yes,5
149-42-2247,25,Female,3,30,7,7,8,2,1,4,2,4,No,5,Meditation,5,No,Yes,1
183-07-7377,18,Female,4,42,0,10,0,1,1,4,1,8,Yes,5,Travelling,1,Yes,Yes,4
835-54-9143,30,Female,1,48,4,6,2,3,3,3,4,7,No,3,Travelling,2,Yes,No,2
451-63-4332,27,Female,1,20,5,7,10,5,5,3,1,7,No,4,Spending Time Alone,3,Yes,Yes,1
273-09-0415,28,Female,3,4,5,4,3,2,3,1,2,6,Yes,4,Social Media Engagement,3,Yes,Yes,1
233-20-3736,19,Female,0,41,8,4,8,2,3,4,3,6,Yes,4,Yoga,5,No,No,4
516-25-2354,22,Bigender,0,32,7,12,8,5,1,3,5,3,No,1,Spending Time Alone,4,No,No,3
313-21-0463,19,Male,2,28,7,4,9,1,1,3,1,9,Yes,3,Walking or Nature Walks,3,Yes,No,2
821-11-9235,21,Polygender,2,9,2,5,7,1,1,5,3,3,No,1,Watching Sports,5,Yes,Yes,5
331-90-0090,26,Male,0,24,7,7,7,2,1,3,3,4,Yes,3,Spending Time Alone,3,Yes,Yes,4
220-11-3284,23,Female,4,53,4,6,3,4,2,3,4,2,No,5,Travelling,4,Yes,Yes,5
679-31-5831,23,Female,2,15,6,12,5,2,1,5,5,5,Yes,2,Watching Sports,4,Yes,Yes,2
748-61-0034,21,Male,0,56,0,10,10,5,5,1,4,5,Yes,5,Meditation,4,Yes,No,5
469-77-4569,28,Female,2,32,3,4,1,3,5,3,1,7,Yes,4,Travelling,5,No,No,1
544-61-7082,18,Female,2,52,1,5,5,5,2,1,3,10,No,5,Walking or Nature Walks,4,Yes,No,2
852-55-4127,22,Female,2,0,0,7,7,5,3,5,3,8,Yes,2,Spending Time Alone,1,No,No,4
692-18-6999,30,Male,0,1,6,9,9,4,4,4,4,4,Yes,5,Meditation,4,No,Yes,5
169-44-3996,20,Female,0,59,4,8,6,4,2,2,2,7,Yes,5,Watching Sports,4,Yes,No,5
255-13-7524,26,Male,2,47,1,5,8,2,3,2,4,10,Yes,1,Walking or Nature Walks,5,Yes,No,1
459-73-3957,20,Male,2,15,2,12,0,1,2,5,2,10,No,3,Watching Sports,4,No,Yes,3
344-44-2876,26,Male,3,54,5,11,7,5,3,2,3,9,No,4,Walking or Nature Walks,1,No,No,2
809-78-0926,25,Genderfluid,2,45,6,7,1,1,3,4,1,8,No,1,Watching Sports,5,Yes,No,2
473-59-3766,22,Male,3,4,7,6,4,1,3,4,1,3,No,1,Social Media Engagement,2,No,No,2
306-40-3812,22,Non-binary,2,42,4,4,2,1,1,4,5,1,Yes,5,Exercise,1,Yes,No,4
196-34-9654,29,Male,4,31,3,9,0,5,3,2,5,6,No,4,Yoga,1,No,No,3
326-62-8795,27,Female,2,39,0,11,2,2,3,1,3,3,Yes,2,Watching Sports,4,Yes,Yes,2
368-30-8591,30,Female,4,57,4,9,8,1,2,1,4,5,Yes,2,Walking or Nature Walks,5,No,Yes,3
259-58-1974,21,Female,0,34,0,5,6,4,4,2,3,2,No,2,Watching Sports,1,No,No,3
694-99-6317,25,Male,3,56,2,7,0,1,5,2,3,1,No,3,Walking or Nature Walks,1,Yes,Yes,5
735-88-1756,28,Male,4,12,6,9,6,3,4,1,5,1,No,3,Yoga,4,Yes,No,3
577-96-2463,19,Male,0,18,4,8,2,2,4,3,3,1,Yes,4,Social Media Engagement,3,Yes,No,4
808-66-1685,18,Female,4,17,0,11,4,1,2,1,4,5,Yes,5,Spending Time Alone,5,Yes,Yes,5
336-14-7577,18,Male,2,9,6,10,6,3,4,4,4,5,No,1,Reading,5,No,Yes,2
389-61-8098,22,Male,2,29,5,4,6,2,5,3,5,5,No,4,Watching Sports,3,Yes,Yes,4
883-97-5612,18,Female,2,39,2,5,3,2,1,4,1,2,No,4,Travelling,5,No,Yes,5
241-88-9615,18,Male,0,60,6,6,2,3,5,2,3,7,Yes,1,Reading,3,Yes,No,3
702-91-2228,20,Female,4,2,5,9,7,4,5,3,3,1,Yes,3,Spending Time Alone,4,Yes,Yes,1
754-66-4385,24,Male,1,49,7,4,5,2,4,3,1,6,Yes,5,Reading,3,No,Yes,4
529-73-2230,28,Male,0,3,3,7,8,3,1,5,1,3,No,5,Meditation,1,Yes,Yes,3
552-17-5578,29,Agender,4,52,0,11,7,5,2,4,2,6,Yes,4,Spending Time Alone,4,Yes,No,5
615-46-9937,19,Male,4,46,2,4,8,1,1,2,1,4,No,1,Social Media Engagement,1,Yes,No,5
627-88-9175,19,Male,4,26,5,9,1,3,4,2,2,7,No,3,Meditation,2,Yes,Yes,2
384-45-8190,27,Female,1,55,1,8,2,1,4,2,4,2,No,3,Walking or Nature Walks,5,Yes,No,3
830-78-6799,19,Male,0,1,8,9,10,5,2,5,2,3,Yes,2,Travelling,5,Yes,Yes,5
442-22-8487,26,Male,2,13,6,7,9,4,2,1,3,9,Yes,4,Meditation,4,Yes,Yes,1
139-21-3471,23,Male,3,59,6,8,9,5,4,2,3,5,Yes,1,Yoga,3,Yes,Yes,1
822-59-2803,26,Genderfluid,2,1,7,6,9,5,2,2,1,8,Yes,4,Reading,5,No,Yes,4
795-24-8301,24,Male,1,1,2,9,7,2,3,5,1,1,Yes,4,Travelling,5,No,No,3
889-99-6609,18,Male,2,26,7,8,9,2,4,2,5,1,No,1,Watching Sports,4,Yes,Yes,1
174-93-0351,22,Male,2,33,7,12,7,4,5,3,4,9,No,5,Spending Time Alone,4,No,Yes,1
123-20-9401,19,Male,1,42,3,7,4,5,1,3,3,6,No,1,Exercise,4,Yes,Yes,5
792-95-3865,30,Female,3,47,0,7,10,2,5,5,3,4,Yes,4,Reading,3,No,No,3
893-18-6851,22,Male,1,36,4,6,5,1,1,1,4,2,No,2,Spending Time Alone,2,No,Yes,2
344-90-2479,30,Female,2,58,8,11,3,2,2,3,1,5,No,4,Yoga,5,No,No,4
697-82-5034,23,Male,1,59,2,9,8,5,3,4,3,3,Yes,5,Travelling,1,No,No,1
573-17-2120,22,Female,1,42,2,5,4,4,2,2,4,8,Yes,4,Watching Sports,3,No,Yes,5
659-78-0605,25,Male,2,40,6,11,9,2,5,3,3,1,Yes,4,Travelling,1,No,No,2
593-08-9597,21,Polygender,0,0,8,4,10,3,1,3,3,10,Yes,2,Watching Sports,2,Yes,No,3
549-47-0917,22,Female,1,40,3,8,1,4,1,1,2,10,Yes,4,Yoga,2,No,No,2
489-81-9800,21,Female,1,40,5,11,1,3,1,4,4,5,No,2,Walking or Nature Walks,1,Yes,No,5
541-90-1529,20,Agender,0,30,6,11,3,2,5,1,3,9,No,1,Exercise,2,No,Yes,4
629-88-8786,24,Female,1,22,4,11,6,4,5,4,1,9,Yes,3,Walking or Nature Walks,4,Yes,No,5
447-25-1797,26,Male,0,30,1,10,4,2,5,1,3,8,No,5,Meditation,1,Yes,Yes,4
813-56-9068,24,Male,4,5,5,4,9,3,4,3,3,6,Yes,2,Spending Time Alone,2,Yes,No,1
730-09-1563,18,Male,4,11,2,4,2,2,4,1,2,9,No,4,Meditation,3,No,No,5
266-11-0157,22,Male,3,54,2,10,6,4,5,5,3,1,No,2,Talking to Friends,2,Yes,Yes,1
192-96-8313,26,Female,1,1,8,6,4,3,3,5,3,10,Yes,5,Talking to Friends,4,Yes,No,3
897-18-9984,20,Female,3,25,5,11,9,1,4,2,5,3,No,2,Spending Time Alone,1,No,Yes,2
639-08-6045,26,Female,0,16,5,12,6,2,4,1,2,7,No,3,Yoga,2,Yes,Yes,4
608-31-7226,19,Female,2,28,1,12,4,3,1,4,4,4,Yes,3,Travelling,4,No,Yes,3
345-50-9214,30,Male,3,2,2,7,6,5,3,4,1,2,No,1,Watching Sports,4,No,Yes,3
556-41-4631,29,Female,0,26,7,6,0,3,2,2,3,10,Yes,4,Watching Sports,3,No,Yes,3
709-69-0922,20,Male,3,52,7,7,1,5,1,2,3,6,No,5,Walking or Nature Walks,4,Yes,No,4
745-98-9303,19,Male,3,1,0,11,10,4,4,1,5,7,Yes,3,Reading,3,Yes,Yes,2
181-96-3279,24,Male,4,24,7,10,0,1,1,1,1,10,No,4,Social Media Engagement,1,No,Yes,2
129-32-7813,24,Male,1,8,6,4,6,4,4,5,4,10,No,2,Reading,4,Yes,No,2
521-41-0961,19,Male,4,34,8,11,10,3,3,1,1,7,Yes,3,Reading,5,Yes,No,2
626-36-8884,30,Female,0,41,4,7,2,3,2,2,2,4,Yes,1,Walking or Nature Walks,5,No,Yes,2
600-89-4992,27,Female,3,9,0,8,9,2,2,2,1,5,Yes,5,Watching Sports,2,Yes,No,3
143-10-3794,30,Female,2,38,0,9,2,2,2,5,1,4,No,2,Travelling,1,Yes,Yes,3
386-97-0412,30,Male,4,17,0,6,2,5,2,3,3,4,Yes,3,Exercise,1,Yes,Yes,4
569-33-7852,27,Female,2,53,8,7,5,2,1,4,2,1,Yes,4,Walking or Nature Walks,3,Yes,Yes,5
593-06-7718,25,Male,0,15,5,4,3,1,5,1,2,4,No,5,Walking or Nature Walks,3,No,Yes,4
663-15-0506,18,Male,3,41,2,4,1,5,3,3,1,1,Yes,2,Travelling,5,No,Yes,4
384-12-1816,25,Male,0,0,4,6,0,2,3,5,4,9,No,2,Meditation,1,Yes,No,4
527-24-3188,30,Male,1,36,0,10,10,5,4,5,3,3,Yes,4,Yoga,1,No,No,1
544-98-6919,25,Male,0,39,6,10,1,2,1,2,3,8,No,4,Yoga,5,No,Yes,5
836-77-4994,19,Male,4,7,6,7,8,2,1,1,3,5,Yes,2,Travelling,1,No,No,4
826-89-7993,24,Genderfluid,2,50,4,11,8,5,2,4,5,2,Yes,1,Exercise,3,Yes,No,2
681-15-6754,23,Female,3,5,6,12,7,1,4,2,1,1,Yes,2,Meditation,4,Yes,No,1
714-33-5373,23,Male,1,17,3,11,5,2,4,3,3,9,Yes,5,Social Media Engagement,4,Yes,No,3
849-54-1252,29,Female,1,15,8,10,4,2,1,2,2,2,No,4,Meditation,4,No,Yes,3
862-68-5364,21,Female,3,2,3,5,9,5,1,4,4,4,Yes,5,Reading,2,Yes,No,1
